,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,perg_abstract_result,perg_fulltext_result
35,Emergence of Lassa Fever Disease in Northern Togo: Report of Two Cases in Oti District in 2016,"Patassi, Akouda Akessiwe; Landoh, Dadja Essoya; Tchalla, Agballa Mebiny-Essoh; Halatoko, Wemboo Afiwa; Assane, Hamadi; Saka, Bayaki; Naba, Mouchedou Abdoukarim; Yaya, Issifou; Edou, Kossi Atsissinta; Tamekloe, Tsidi Agbeko; Banla, Abiba Kere; Davi, Kokou Mawule; Manga, Magloire; Kassankogno, Yao; Salmon-Ceron, Dominique","Background. Lassa fever belongs to the group of potentially fatal hemorrhagic fevers, never reported in Togo. The aim of this paper is to report the first two cases of Lassa fever infection in Togo. Case Presentation. The two first Lassa fever cases occurred in two expatriate's health professionals working in Togo fbr more than two years. The symptoms appeared among two health professionals of a clinic located in Oti district in the north of the country. The absence of clinical improvement after antimalarial treatment and the worsening of clinical symptoms led to the medical evacuation. The delayed diagnosis of the first case led to a fatal outcome. The second case recovered under ribavirin treatment. Conclusion. The emergence of this hemorrhagic fever confirms the existence of Lassa fever virus in Togo. After a period of intensive :Ebola virus transmission from 2013 to 2015, this is an additional call for the establishment and enhancement of infection prevention and control measures in the health care setting in West Africa.",2017.0,2017,Case Reports in Infectious Diseases,,,,WOS:000432552400001,,,#341,Patassi 2017,Exclusion reason: 4 case report/study; ,,INCLUDE,EXCLUDE
36,"Laboratory Diagnosis of Lassa Fever, Liberia","Panning, Marcus; Emmerich, Petra; Oelschlaeger, Stephan; Bojenko, Sergiusz; Koivogui, Lamine; Marx, Arthur; Lugala, Peter Clement; Guenther, Stephan; Bausch, Daniel G.; Drosten, Christian",,2010.0,Jun,Emerging Infectious Diseases,16,6,1041-1043,WOS:000278164000035,,,#349,Panning 2010,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
37,Infection disease surveillance update,"Zwizwai, Ruth",,2016.0,Feb,Lancet Infectious Diseases,16,2,157-157,WOS:000368567000025,,,#350,Zwizwai 2016,"Exclusion reason: 7 not peer reviewed; David Jorgensen (2019-03-29 04:30:31)(Screen): Monthly bulletin
; ",,INCLUDE,EXCLUDE
38,Pathogenesis of Lassa Fever,"Yun, Nadezhda E.; Walker, David H.","Lassa virus, an Old World arenavirus (family Arenaviridae), is the etiological agent of Lassa fever, a severe human disease that is reported in more than 100,000 patients annually in the endemic regions of West Africa with mortality rates for hospitalized patients varying between 5-10%. Currently, there are no approved vaccines against Lassa fever for use in humans. Here, we review the published literature on the life cycle of Lassa virus with the specific focus put on Lassa fever pathogenesis in humans and relevant animal models. Advancing knowledge significantly improves our understanding of Lassa virus biology, as well as of the mechanisms that allow the virus to evade the host's immune system. However, further investigations are required in order to design improved diagnostic tools, an effective vaccine, and therapeutic agents.",2012.0,Oct,Viruses-Basel,4,10,2031-2048,WOS:000310462100009,,,#373,Yun 2012,Exclusion reason: 6 not original estimates/ primary data; ,review,INCLUDE,EXCLUDE
39,"Endemic Lassa Fever in Liberia .6. Village Serological Surveys for Evidence of Lassa Virus Activity in Lofa County, Liberia","Yalleyogunro, J. E.; Frame, J. D.; Hanson, A. P.",,1984.0,1984,Transactions of the Royal Society of Tropical Medicine and Hygiene,78,6,764-770,WOS:A1984TZ06300010,,,#389,Yalleyogunro 1984,Exclusion reason: 1 duplicate; ,Duplicate,INCLUDE,EXCLUDE
40,Recent Isolations of Lassa Virus from Nigerian Rodents,"Wulff, H.; Fabiyi, A.; Monath, T. P.",,1975.0,1975,Bulletin of the World Health Organization,52,4-6,609-613,WOS:A1975BZ39800029,,,#394,Wulff 1975,Exclusion reason: 5 no report of parameters ; ,Seroprevalence in animals,INCLUDE,EXCLUDE
41,Rare virus infections from the tropics,"Wright, S. G.",,1978.0,1978-Jan-12,Nursing times,74,2,74-6,MEDLINE:414212,,,#397,Wright 1978,Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-10-24 01:13:05)(Select): paper copy; ,,INCLUDE,EXCLUDE
42,Lassa Virus Hepatitis - Observations on a Fatal Case from 1972 Sierra Leone Epidemic,"Winn, W. C.; Monath, T. P.; Murphy, F. A.; Whitfield, S. G.",,1975.0,1975,Archives of Pathology,99,11,599-604,WOS:A1975AU96000006,,,#412,Winn 1975,Exclusion reason: 4 case report/study; Natsuko Imai (2019-10-24 01:06:13)(Select): paper copy; ,,INCLUDE,EXCLUDE
43,"New Lineage of Lassa Virus, Togo, 2016","Whitmer, Shannon L. M.; Strecker, Thomas; Cadar, Daniel; Dienes, Hans-Peter; Faber, Kelly; Patel, Ketan; Brown, Shelley M.; Davis, William G.; Klena, John D.; Rollin, Pierre E.; Schmidt-Chanasit, Jonas; Fichet-Calvet, Elisabeth; Noack, Bernd; Emmerich, Petra; Rieger, Toni; Wolff, Svenja; Fehling, Sarah Katharina; Eickmann, Markus; Mengel, Jan Philipp; Schultze, Tilman; Hain, Torsten; Ampofo, William; Bonney, Kofi; Aryeequaye, Juliana Naa Dedei; Ribner, Bruce; Varkey, Jay B.; Mehta, Aneesh K.; Lyon, G. Marshall, III; Kann, Gerrit; De Leuw, Philipp; Schuettfort, Gundolf; Stephan, Christoph; Wieland, Ulrike; Fries, Jochen W. U.; Kochanek, Matthias; Kraft, Colleen S.; Wolf, Timo; Nichol, Stuart T.; Becker, Stephan; Stroeher, Ute; Guenther, Stephan",We describe a strain of Lassa virus representing a putative new lineage that was isolated from a cluster of human infections with an epidemiologic link to Togo. This finding extends the known range of Lassa virus to Togo.,2018.0,Mar,Emerging Infectious Diseases,24,3,599-602,WOS:000425371700033,,,#415,Whitmer 2018,"Exclusion reason: 5 no report of parameters ; Natsuko Imai (2019-03-29 01:15:37)(Screen): from abstract, unsure whether it will report mutation rates. Including to be on the safe side.; ",Phylogenetic studies (e.g. source-sink),INCLUDE,EXCLUDE
44,A Sero-Epidemiological Study of Hemorrhagic-Fever Viruses in a Urban-Population of Cameroon,"Paix, M. A.; Poveda, J. D.; Malvy, D.; Bailly, C.; Merlin, M.; Fleury, H. J. A.",,1988.0,1988,Bulletin De La Societe De Pathologie Exotique,81,4,679-682,WOS:A1988R667100003,,,#424,Paix 1988,Exclusion reason: 2 not English; David Jorgensen (2019-06-21 23:35:35)(Select): French; ,,INCLUDE,EXCLUDE
45,"Lassa fever, Nigeria, 2003 and 2004","Omilabu, S. A.; Badaru, S. O.; Okokhere, P.; Asogun, D.; Drosten, C.; Emmerich, P.; Becker-Ziaja, B.; Schmitz, H.; Gunther, S.",,2005.0,Oct,Emerging Infectious Diseases,11,10,1642-1644,WOS:000232192000032,,,#438,Omilabu 2005,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
46,"Development of a time-trend model for analyzing and predicting case-pattern of Lassa fever epidemics in Liberia, 2013-2017","Olugasa, Babasola O.; Odigie, Eugene A.; Lawani, Mike; Ojo, Johnson F.","Objective: The objective was to develop a case-pattern model for Lassa fever (LF) among humans and derive predictors of time-trend point distribution of LF cases in Liberia in view of the prevailing under-reporting and public health challenge posed by the disease in the country. Materials and Methods: A retrospective 5 years data of LF distribution countrywide among humans were used to train a time-trend model of the disease in Liberia. A time-trend quadratic model was selected due to its goodness-of-fit (R-2 = 0.89, and P < 0.05) and best performance compared to linear and exponential models. Parameter predictors were run on least square method to predict LF cases for a prospective 5 years period, covering 2013-2017. Results: The two-stage predictive model of LF case-pattern between 2013 and 2017 was characterized by a prospective decline within the South-coast County of Grand Bassa over the forecast period and an upward case-trend within the Northern County of Nimba. Case specific exponential increase was predicted for the first 2 years (2013-2014) with a geometric increase over the next 3 years (2015-2017) in Nimba County. Conclusion: This paper describes a translational application of the space-time distribution pattern of LF epidemics, 2008-2012 reported in Liberia, on which a predictive model was developed. We proposed a computationally feasible two-stage space-time permutation approach to estimate the time-trend parameters and conduct predictive inference on LF in Liberia.",2015.0,Apr-Jun,Annals of African Medicine,14,2,89-96,WOS:000218493300003,,,#440,Olugasa 2015,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
47,"Mapping of Lassa fever cases in post-conflict Liberia, 2008-2012: A descriptive and categorical analysis of age, gender and seasonal pattern","Olugasa, Babasola O.; Dogba, John B.",,2015.0,Apr-Jun,Annals of African Medicine,14,2,120-122,WOS:000218493300009,,,#442,Olugasa 2015,Exclusion reason: 5 no report of parameters ; ,Seasonality,INCLUDE,EXCLUDE
48,"Clinical and laboratory predictors of Lassa fever outcome in a dedicated treatment facility in Nigeria: a retrospective, observational cohort study","Okokhere, Peter; Colubri, Andres; Azubike, Chukwuemeka; Iruolagbe, Christopher; Osazuwa, Omoregie; Tabrizi, Shervin; Chin, Elizabeth; Asad, Sara; Ediale, Ehi; Rafiu, Mojeed; Adomeh, Donatus; Odia, Ikponmwosa; Atafo, Rebecca; Aire, Chris; Okogbenin, Sylvanus; Pahlman, Meike; Becker-Ziaja, Beate; Asogun, Danny; Fradet, Terrence; Fry, Ben; Schaffner, Stephen F.; Happi, Christian; Akpede, George; Gunther, Stephan; Sabeti, Pardis C.","BACKGROUND: Lassa fever is a viral haemorrhagic disease endemic to west Africa. No large-scale studies exist from Nigeria, where the Lassa virus (LASV) is most diverse. LASV diversity, coupled with host genetic and environmental factors, might cause differences in disease pathophysiology. Small-scale studies in Nigeria suggest that acute kidney injury is an important clinical feature and might be a determinant of survival. We aimed to establish the demographic, clinical, and laboratory factors associated with mortality in Nigerian patients with Lassa fever, and hypothesised that LASV was the direct cause of intrinsic renal damage for a subset of the patients with Lassa fever. METHODS: We did a retrospective, observational cohort study of consecutive patients in Nigeria with Lassa fever, who tested positive for LASV with RT-PCR, and were treated in Irrua Specialist Teaching Hospital. We did univariate and multivariate statistical analyses, including logistic regression, of all demographic, clinical, and laboratory variables available at presentation to identify the factors associated with patient mortality. FINDINGS: Of 291 patients treated in Irrua Specialist Teaching Hospital between Jan 3, 2011, and Dec 11, 2015, 284 (98%) had known outcomes (died or survived) and seven (2%) were discharged against medical advice. Overall case-fatality rate was 24% (68 of 284 patients), with a 1·4 times increase in mortality risk for each 10 years of age (p=0·00017), reaching 39% (22 of 57) for patients older than 50 years. Of 284 patients, 81 (28%) had acute kidney injury and 104 (37%) had CNS manifestations and thus both were considered important complications of acute Lassa fever in Nigeria. Acute kidney injury was strongly associated with poor outcome (case-fatality rate of 60% [49 of 81 patients]; odds ratio [OR] 15, p<0·00001). Compared with patients without acute kidney injury, those with acute kidney injury had higher incidence of proteinuria (32 [82%] of 39 patients) and haematuria (29 [76%] of 38) and higher mean serum potassium (4·63 [SD 1·04] mmol/L) and lower blood urea nitrogen to creatinine ratio (8·6 for patients without clinical history of fluid loss), suggesting intrinsic renal damage. Normalisation of creatinine concentration was associated with recovery. Elevated serum creatinine (OR 1·3; p=0·046), aspartate aminotransferase (OR 1·5; p=0·075), and potassium (OR 3·6; p=0·0024) were independent predictors of death. INTERPRETATION: Our study presents detailed clinical and laboratory data for Nigerian patients with Lassa fever and provides strong evidence for intrinsic renal dysfunction in acute Lassa fever. Early recognition and treatment of acute kidney injury might significantly reduce mortality. FUNDING: German Research Foundation, German Center for Infection Research, Howard Hughes Medical Institute, US National Institutes of Health, and World Bank.",2018.0,2018-Jun,The Lancet. Infectious diseases,18,6,684-695,MEDLINE:29523497,,,#460,Okokhere 2018,Exclusion reason: 1 duplicate; ,Duplicate,INCLUDE,EXCLUDE
49,"Lassa fever outbreak investigation in a Nigerian bakery - August, 2012","Ogunniyi, A. O.; Nguku, P.; Gbadegesin, O.; Adedire, E. O.",,2014.0,Apr,International Journal of Infectious Diseases,21,,400-400,WOS:000209704000827,,,#469,Ogunniyi 2014,"Exclusion reason: 7 not peer reviewed; David Jorgensen (2019-06-21 23:27:51)(Select): Poster
; ",,INCLUDE,EXCLUDE
50,Lassa fever in West African sub-region: an overview,"Ogbu, O.; Ajuluchukwu, E.; Uneke, C. J.","Lassa fever is an acute viral zoonotic illness caused by Lassa virus, an arenavirus known to be responsible for a severe haemorrhagic fever characterised by fever, muscle aches, sore throat, nausea, vomiting and, chest and abdominal pain. The virus exhibits persistent, asymptomatic infection with profuse urinary virus excretion in the ubiquitous rodent vector, Mastomys natalensis. Lassa fever is endemic in West Africa and has been reported from Sierra Leone, Guinea, Liberia, and Nigeria. Some studies indicate that 300,000 to 500,000 cases of Lassa fever and 5000 deaths occur yearly across West Africa. Studies reported in English, that investigated Lassa fever with reference to West Africa were identified using the Medline Entrez-PubMed search and were used for this review. The scarcity of resources available for health care delivery system and the political instability that characterise the West African countries would continue to impede efforts for the control of Lassa fever in the sub-region. There is need for adequate training of health care workers regarding diagnostics, intensive care of patients under isolation, contact tracing, adequate precautionary measures in handling infectious laboratory specimens, control of the vector as well as care and disposal of infectious waste.",2007.0,Mar,Journal of Vector Borne Diseases,44,1,1-11,BCI:BCI200700299743,,,#470,Ogbu 2007,Exclusion reason: 6 not original estimates/ primary data; ,review,INCLUDE,EXCLUDE
